node_name,MCC,DMNC,MNC,Degree,EPC,BottleNeck,EcCentricity,Closeness,Radiality,Betweenness,Stress,ClusteringCoefficient
GlymaFiskIII.12G184000.1.p,10.0,0.0,1.0,10.0,585.466,1.0,0.08179,1489.83301,11.76006,50938.66922,1.57009156476E11,0.0,
GlymaFiskIII.12G180600.1.p,22.0,0.0,1.0,22.0,1295.612,1.0,0.08179,1742.46872,12.22662,6714.92508,1.615212626E9,0.0,
GlymaFiskIII.12G179600.1.p,3.0,0.0,1.0,3.0,109.908,2.0,0.06921,1048.60887,10.11276,3863.56665,5.3489835872E10,0.0,
jgi|PhapaK8108|7395958|fgenesh1_pg.tig00013667_4362_#_1,21.0,0.0,1.0,21.0,78.335,1.0,0.06427,964.73981,9.62937,29598.8601,2.67436354E9,0.0,
GlymaFiskIII.12G176900.1.p,2.0,0.0,1.0,2.0,1.231,1.0,0.0013,10.0,0.00332,0.11765,2.0,0.0,
GlymaFiskIII.12G174400.1.p,23.0,0.0,1.0,23.0,1238.317,1.0,0.08997,1777.07937,12.31966,11160.3774,3.919716244E9,0.0,
GlymaFiskIII.12G173100.3.p,2.0,0.0,1.0,2.0,121.595,1.0,0.08179,1388.28341,11.50613,111.22893,9313176.0,0.0,
GlymaFiskIII.12G173100.2.p,2.0,0.0,1.0,2.0,107.047,1.0,0.08179,1388.28341,11.50613,111.22893,9313176.0,0.0,
GlymaFiskIII.12G173100.1.p,2.0,0.0,1.0,2.0,126.686,1.0,0.08179,1388.28341,11.50613,111.22893,9313176.0,0.0,
GlymaFiskIII.12G172300.2.p,44.0,0.0,1.0,44.0,1580.324,1.0,0.08997,1846.24762,12.42638,24012.20454,1.1431881186E10,0.0,
GlymaFiskIII.12G172300.1.p,44.0,0.0,1.0,44.0,1583.23,1.0,0.08997,1846.24762,12.42638,24012.20454,1.1431881186E10,0.0,
GlymaFiskIII.12G171500.2.p,58.0,0.0,1.0,58.0,1637.775,1.0,0.08997,1928.37817,12.56621,91215.65681,2.7515142342E10,0.0,
GlymaFiskIII.12G171500.1.p,58.0,0.0,1.0,58.0,1635.429,1.0,0.08997,1928.37817,12.56621,91215.65681,2.7515142342E10,0.0,
GlymaFiskIII.12G170800.2.p,3.0,0.0,1.0,3.0,107.481,1.0,0.07498,1257.62042,11.06885,8229.84049,9.60005368E8,0.0,
GlymaFiskIII.12G170800.1.p,3.0,0.0,1.0,3.0,96.59,1.0,0.07498,1257.62042,11.06885,8229.84049,9.60005368E8,0.0,
GlymaFiskIII.12G168500.1.p,3.0,0.0,1.0,3.0,15.141,1.0,0.07498,1226.3066,10.99688,23613.96012,6.130466898E9,0.0,
GlymaFiskIII.12G168100.1.p,2.0,0.0,1.0,2.0,30.401,1.0,0.07498,1150.65581,10.71531,0.1,2.0,0.0,
GlymaFiskIII.12G166800.5.p,19.0,0.0,1.0,19.0,1132.843,1.0,0.08997,1668.25079,12.10731,3311.70186,1.267614702E9,0.0,
GlymaFiskIII.12G166800.4.p,19.0,0.0,1.0,19.0,1176.597,1.0,0.08997,1668.25079,12.10731,3311.70186,1.267614702E9,0.0,
GlymaFiskIII.12G166800.3.p,19.0,0.0,1.0,19.0,1173.39,1.0,0.08997,1668.25079,12.10731,3311.70186,1.267614702E9,0.0,
GlymaFiskIII.12G166800.2.p,19.0,0.0,1.0,19.0,1152.685,1.0,0.08997,1668.25079,12.10731,3311.70186,1.267614702E9,0.0,
GlymaFiskIII.12G166800.1.p,19.0,0.0,1.0,19.0,1127.965,1.0,0.08997,1668.25079,12.10731,3311.70186,1.267614702E9,0.0,
GlymaFiskIII.12G166300.1.p,1.0,0.0,1.0,1.0,90.786,1.0,0.07498,1145.32049,10.63322,0.0,0.0,0.0,
GlymaFiskIII.12G160000.5.p,6.0,0.0,1.0,6.0,305.586,1.0,0.07498,1350.58344,11.38408,4266.61206,1.277356992E9,0.0,
GlymaFiskIII.12G160000.4.p,6.0,0.0,1.0,6.0,313.459,1.0,0.07498,1350.58344,11.38408,4266.61206,1.277356992E9,0.0,
GlymaFiskIII.12G160000.3.p,6.0,0.0,1.0,6.0,276.22,1.0,0.07498,1350.58344,11.38408,4266.61206,1.277356992E9,0.0,
GlymaFiskIII.12G160000.2.p,6.0,0.0,1.0,6.0,288.775,1.0,0.07498,1350.58344,11.38408,4266.61206,1.277356992E9,0.0,
GlymaFiskIII.12G160000.1.p,6.0,0.0,1.0,6.0,293.241,1.0,0.07498,1350.58344,11.38408,4266.61206,1.277356992E9,0.0,
GlymaFiskIII.12G158400.1.p,9.0,0.0,1.0,9.0,642.15,1.0,0.07498,1319.90974,11.28722,188.50581,1.19738874E8,0.0,
GlymaFiskIII.12G156400.1.p,6.0,0.0,1.0,6.0,246.179,1.0,0.07498,1228.29632,10.90111,1791.50954,2.73453508E8,0.0,
GlymaFiskIII.12G156300.4.p,5.0,0.0,1.0,5.0,228.595,1.0,0.06921,1139.26846,10.55167,731.41947,4.187527456E9,0.0,
GlymaFiskIII.12G156300.3.p,5.0,0.0,1.0,5.0,177.986,1.0,0.06921,1139.26846,10.55167,731.41947,4.187527456E9,0.0,
GlymaFiskIII.12G156300.2.p,5.0,0.0,1.0,5.0,189.745,1.0,0.06921,1139.26846,10.55167,731.41947,4.187527456E9,0.0,
GlymaFiskIII.12G156300.1.p,5.0,0.0,1.0,5.0,245.513,1.0,0.06921,1139.26846,10.55167,731.41947,4.187527456E9,0.0,
GlymaFiskIII.12G155700.1.p,2.0,0.0,1.0,2.0,30.781,1.0,0.06921,1132.50417,10.50296,1296.78643,3.55385388E8,0.0,
GlymaFiskIII.12G155600.2.p,11.0,0.0,1.0,11.0,478.448,1.0,0.08179,1456.14293,11.59424,52150.72458,6.5313230798E10,0.0,
GlymaFiskIII.12G155600.1.p,11.0,0.0,1.0,11.0,431.45,1.0,0.08179,1456.14293,11.59424,52150.72458,6.5313230798E10,0.0,
GlymaFiskIII.12G151400.1.p,1.0,0.0,1.0,1.0,1.168,1.0,0.00239,17.5,0.00535,0.0,0.0,0.0,
GlymaFiskIII.12G150000.1.p,1.0,0.0,1.0,1.0,1.17,1.0,0.00233,17.0,0.00521,0.0,0.0,0.0,
GlymaFiskIII.12G149600.1.p,123.0,0.0,1.0,125.0,1693.644,1.0,0.08997,1727.00119,12.18667,121513.64329,4.80954660356E11,0.0,
GlymaFiskIII.12G147600.2.p,23.0,0.0,1.0,23.0,923.905,1.0,0.08179,1459.47623,11.62598,34730.20031,1.94370897E10,0.0,
GlymaFiskIII.12G147600.1.p,23.0,0.0,1.0,23.0,950.041,1.0,0.08179,1459.47623,11.62598,34730.20031,1.94370897E10,0.0,
GlymaFiskIII.12G146000.1.p,11.0,0.0,1.0,11.0,552.957,1.0,0.08179,1438.56356,11.55867,27926.89192,1.698380288E9,0.0,
GlymaFiskIII.12G144800.3.p,26.0,0.0,1.0,26.0,1179.733,1.0,0.08997,1690.7869,12.16149,14862.25596,1.6849508132E10,0.0,
GlymaFiskIII.12G144800.2.p,26.0,0.0,1.0,26.0,1152.663,1.0,0.08997,1690.7869,12.16149,14862.25596,1.6849508132E10,0.0,
GlymaFiskIII.12G144800.1.p,26.0,0.0,1.0,26.0,1180.32,1.0,0.08997,1690.7869,12.16149,14862.25596,1.6849508132E10,0.0,
GlymaFiskIII.12G142200.1.p,1.0,0.0,1.0,1.0,1.069,1.0,2.1E-4,1.5,0.00123,0.0,0.0,0.0,
jgi|PhapaK8108|3150321|estExt_Genewise1Plus.C_tig00001049_4300008,2.0,0.0,1.0,2.0,1.128,3.0,4.1E-4,2.0,0.00144,2.0,2.0,0.0,
GlymaFiskIII.12G142100.1.p,5.0,0.0,1.0,5.0,196.316,1.0,0.07498,1330.77561,11.32361,6384.6887,1.9172348788E10,0.0,
GlymaFiskIII.12G136200.1.p,118.0,0.0,1.0,118.0,1691.761,1.0,0.08997,1636.12222,11.93519,7250.5041,1.7570984692E10,0.0,
GlymaFiskIII.12G133800.1.p,1.0,0.0,1.0,1.0,1.176,1.0,0.06427,831.50641,8.7358,0.0,0.0,0.0,
GlymaFiskIII.12G132100.3.p,1.0,0.0,1.0,1.0,1.179,1.0,0.00233,17.0,0.00521,0.0,0.0,0.0,
GlymaFiskIII.12G132100.2.p,1.0,0.0,1.0,1.0,1.182,1.0,0.00233,17.0,0.00521,0.0,0.0,0.0,
GlymaFiskIII.12G132100.1.p,1.0,0.0,1.0,1.0,1.166,1.0,0.00233,17.0,0.00521,0.0,0.0,0.0,
GlymaFiskIII.12G129600.1.p,26.0,0.0,1.0,26.0,1336.783,1.0,0.08997,1815.18651,12.36973,7601.53774,4.37010931E9,0.0,
GlymaFiskIII.12G126300.1.p,6.0,0.0,1.0,6.0,237.704,2.0,0.07498,1160.82327,10.68494,6574.35493,5.2561887142E10,0.0,
jgi|PhapaK8108|3143203|estExt_Genewise1.C_tig00031331_57810005,2.0,0.0,1.0,2.0,30.192,1.0,0.06921,976.02444,9.78562,0.33333,2.0,0.0,
GlymaFiskIII.12G126200.1.p,8.0,0.0,1.0,8.0,588.601,1.0,0.08997,1595.28889,11.95216,15267.67062,6.0718560316E10,0.0,
GlymaFiskIII.12G126100.1.p,2.0,0.0,1.0,2.0,95.862,1.0,0.07498,1197.90029,10.78044,104.50461,4874360.0,0.0,
GlymaFiskIII.12G125200.1.p,2.0,0.0,1.0,2.0,2.95,1.0,0.07498,980.39347,9.80163,5509.28391,2.599258732E9,0.0,
GlymaFiskIII.12G123100.1.p,34.0,0.0,1.0,34.0,1498.055,1.0,0.08997,1908.7381,12.54021,35104.79528,1.3397090332E10,0.0,
GlymaFiskIII.12G123000.1.p,34.0,0.0,1.0,34.0,1481.525,1.0,0.08997,1908.7381,12.54021,35104.79528,1.3397090332E10,0.0,
GlymaFiskIII.12G121400.1.p,5.0,0.0,1.0,5.0,219.466,1.0,0.06921,1139.26846,10.55167,731.41947,4.187527456E9,0.0,
GlymaFiskIII.12G114100.1.p,4.0,0.0,1.0,4.0,2.663,1.0,0.06427,946.45476,9.45848,21856.84088,5.1023620655E11,0.0,
GlymaFiskIII.12G113800.1.p,2.0,0.0,1.0,2.0,43.085,1.0,0.06921,1132.50417,10.50296,1296.78643,3.55385388E8,0.0,
GlymaFiskIII.12G113200.1.p,1.0,0.0,1.0,1.0,98.961,1.0,0.08179,1262.5517,11.1244,0.0,0.0,0.0,
GlymaFiskIII.12G109500.1.p,12.0,0.0,1.0,12.0,491.454,1.0,0.08997,1455.63294,11.71874,29946.46999,7.301322456E9,0.0,
GlymaFiskIII.12G096400.2.p,7.0,0.0,1.0,7.0,503.894,1.0,0.08997,1457.26825,11.64158,8260.51881,2.652204121E10,0.0,
GlymaFiskIII.12G096400.1.p,7.0,0.0,1.0,7.0,568.267,1.0,0.08997,1457.26825,11.64158,8260.51881,2.652204121E10,0.0,
GlymaFiskIII.12G096200.2.p,4.0,0.0,1.0,4.0,168.026,2.0,0.07498,1325.60848,11.35262,2768.23656,8.95455692E8,0.0,
jgi|PhapaK8108|3119588|e_gw1.5917.15.1,5.0,0.0,1.0,5.0,41.577,1.0,0.06921,1092.08313,10.45412,5.0,20.0,0.0,
GlymaFiskIII.12G096200.1.p,4.0,0.0,1.0,4.0,163.158,1.0,0.07498,1325.60848,11.35262,2768.23656,8.95455692E8,0.0,
GlymaFiskIII.12G095900.1.p,10.0,0.0,1.0,10.0,596.984,1.0,0.08179,1489.83301,11.76006,50938.66922,1.57009156476E11,0.0,
GlymaFiskIII.12G094300.1.p,2.0,0.0,1.0,2.0,3.158,1.0,0.06921,970.62236,9.7376,3085.17647,5.259589776E10,0.0,
GlymaFiskIII.12G091200.1.p,3.0,0.0,1.0,3.0,103.355,1.0,0.06921,1048.60887,10.11276,3863.56665,5.3489835872E10,0.0,
GlymaFiskIII.12G088500.1.p,2.0,0.0,1.0,2.0,1.233,1.0,0.0013,10.0,0.00332,0.11765,2.0,0.0,
GlymaFiskIII.12G083600.1.p,2.0,0.0,1.0,2.0,123.109,1.0,0.08179,1388.28341,11.50613,111.22893,9313176.0,0.0,
GlymaFiskIII.12G083200.4.p,2.0,0.0,1.0,2.0,14.914,1.0,0.07498,1062.04841,10.21482,109.59195,1.1393207112E10,0.0,
GlymaFiskIII.12G083200.3.p,2.0,0.0,1.0,2.0,10.315,1.0,0.07498,1062.04841,10.21482,109.59195,1.1393207112E10,0.0,
GlymaFiskIII.12G083200.2.p,2.0,0.0,1.0,2.0,22.345,1.0,0.07498,1062.04841,10.21482,109.59195,1.1393207112E10,0.0,
GlymaFiskIII.12G083200.1.p,2.0,0.0,1.0,2.0,8.443,1.0,0.07498,1062.04841,10.21482,109.59195,1.1393207112E10,0.0,
GlymaFiskIII.12G082600.1.p,7.0,0.0,1.0,7.0,127.047,1.0,0.07498,1171.75144,10.71996,1472.12311,3.057961482E9,0.0,
GlymaFiskIII.12G081700.1.p,58.0,0.0,1.0,58.0,1640.476,1.0,0.08997,1928.37817,12.56621,91215.65681,2.7515142342E10,0.0,
GlymaFiskIII.12G079700.1.p,3.0,0.0,1.0,3.0,165.1,1.0,0.07498,1249.34278,10.99114,5601.24556,1.481546684E9,0.0,
GlymaFiskIII.12G078400.2.p,3.0,0.0,1.0,3.0,173.432,1.0,0.07498,1249.34278,10.99114,5601.24556,1.481546684E9,0.0,
GlymaFiskIII.12G078400.1.p,3.0,0.0,1.0,3.0,187.756,1.0,0.07498,1249.34278,10.99114,5601.24556,1.481546684E9,0.0,
GlymaFiskIII.12G077700.1.p,2.0,0.0,1.0,2.0,138.484,1.0,0.08179,1456.50285,11.68947,212.30423,4.1399422E7,0.0,
GlymaFiskIII.12G077500.1.p,3.0,0.0,1.0,3.0,47.576,1.0,0.07498,1190.46017,10.84365,60952.84884,3.8012185194E10,0.0,
GlymaFiskIII.12G077100.1.p,1.0,0.0,1.0,1.0,1.061,1.0,2.7E-4,1.0,8.2E-4,0.0,0.0,0.0,
jgi|PhapaK8108|7894021|fgenesh1_kg.tig00001342_550_#_2419_#_evgsoapSoap_101_scaffold19283_219300,1.0,0.0,1.0,1.0,1.061,1.0,2.7E-4,1.0,8.2E-4,0.0,0.0,0.0,
GlymaFiskIII.12G075900.2.p,1.0,0.0,1.0,1.0,1.074,1.0,6.2E-4,4.5,0.00185,0.0,0.0,0.0,
jgi|PhapaK8108|3117925|e_gw1.5801.56.1,8.0,0.0,1.0,8.0,1.471,9.0,0.00123,8.0,0.00292,56.0,56.0,0.0,
GlymaFiskIII.12G075900.1.p,1.0,0.0,1.0,1.0,1.087,1.0,6.2E-4,4.5,0.00185,0.0,0.0,0.0,
GlymaFiskIII.12G075700.3.p,20.0,0.0,1.0,20.0,1152.043,1.0,0.08997,1668.91746,12.10759,5334.46296,2.5473762364E10,0.0,
GlymaFiskIII.12G075700.2.p,20.0,0.0,1.0,20.0,1147.445,1.0,0.08997,1668.91746,12.10759,5334.46296,2.5473762364E10,0.0,
GlymaFiskIII.12G075700.1.p,20.0,0.0,1.0,20.0,1179.692,1.0,0.08997,1668.91746,12.10759,5334.46296,2.5473762364E10,0.0,
GlymaFiskIII.12G074700.2.p,4.0,0.0,1.0,4.0,183.421,1.0,0.07498,1207.98878,10.84392,373.66527,6.759686E7,0.0,
GlymaFiskIII.12G074700.1.p,4.0,0.0,1.0,4.0,146.338,1.0,0.07498,1207.98878,10.84392,373.66527,6.759686E7,0.0,
GlymaFiskIII.12G072300.1.p,46.0,0.0,1.0,46.0,1595.437,1.0,0.08997,1898.19802,12.50108,30020.79045,1.1913216846E10,0.0,
GlymaFiskIII.12G071000.2.p,5.0,0.0,1.0,5.0,3.733,1.0,0.06427,911.87946,9.37448,2496.57143,3.174797076E9,0.0,
GlymaFiskIII.12G071000.1.p,5.0,0.0,1.0,5.0,1.915,1.0,0.06427,911.87946,9.37448,2496.57143,3.174797076E9,0.0,
GlymaFiskIII.12G070200.3.p,5.0,0.0,1.0,6.0,135.591,1.0,0.06921,1176.15807,10.74486,1076.93986,3.48357932E8,0.0,
GlymaFiskIII.12G070200.2.p,5.0,0.0,1.0,6.0,117.256,1.0,0.06921,1176.15807,10.74486,1076.93986,3.48357932E8,0.0,
GlymaFiskIII.12G070200.1.p,5.0,0.0,1.0,6.0,148.367,1.0,0.06921,1176.15807,10.74486,1076.93986,3.48357932E8,0.0,
GlymaFiskIII.12G069700.1.p,6.0,0.0,1.0,7.0,194.254,1.0,0.07498,1319.77482,11.28557,10033.91098,6.594295478E9,0.0,
GlymaFiskIII.12G069100.1.p,36.0,0.0,1.0,36.0,1512.646,1.0,0.08997,1843.87381,12.41297,46382.40064,2.6916307762E10,0.0,
GlymaFiskIII.12G067700.1.p,3.0,0.0,1.0,3.0,18.134,10.0,0.06427,1025.88136,10.0676,4180.58048,2.9465825E8,0.0,
jgi|PhapaK8108|2567856|CE2567855_14004,14.0,0.0,1.0,14.0,14.396,14.0,0.06921,1012.83324,9.97169,105700.29274,6.727946E9,0.0,
GlymaFiskIII.12G063800.2.p,34.0,0.0,1.0,34.0,1447.813,1.0,0.08997,1771.55913,12.28682,9472.52986,4.462573828E9,0.0,
GlymaFiskIII.12G063800.1.p,34.0,0.0,1.0,34.0,1459.815,1.0,0.08997,1771.55913,12.28682,9472.52986,4.462573828E9,0.0,
GlymaFiskIII.12G062900.1.p,8.0,0.0,1.0,13.0,524.409,1.0,0.08179,1414.80761,11.52008,2474.46489,1.1685016474E10,0.0,
GlymaFiskIII.12G062800.1.p,3.0,0.0,1.0,3.0,23.652,1.0,0.07498,1226.3066,10.99688,23175.92896,6.13046689E9,0.0,
GlymaFiskIII.12G062600.1.p,3.0,0.0,1.0,3.0,28.581,1.0,0.07498,1226.3066,10.99688,23175.92896,6.13046689E9,0.0,
GlymaFiskIII.12G062500.1.p,3.0,0.0,1.0,3.0,23.17,1.0,0.07498,1226.3066,10.99688,23175.92896,6.13046689E9,0.0,
GlymaFiskIII.12G062100.1.p,1.0,0.0,1.0,1.0,1.204,1.0,0.06427,831.50641,8.7358,0.0,0.0,0.0,
GlymaFiskIII.12G062000.4.p,1.0,0.0,1.0,1.0,1.189,1.0,0.06427,831.50641,8.7358,0.0,0.0,0.0,
GlymaFiskIII.12G062000.3.p,1.0,0.0,1.0,1.0,1.206,1.0,0.06427,831.50641,8.7358,0.0,0.0,0.0,
GlymaFiskIII.12G062000.2.p,1.0,0.0,1.0,1.0,1.197,1.0,0.06427,831.50641,8.7358,0.0,0.0,0.0,
GlymaFiskIII.12G062000.1.p,1.0,0.0,1.0,1.0,1.213,1.0,0.06427,831.50641,8.7358,0.0,0.0,0.0,
GlymaFiskIII.12G061800.1.p,6.0,0.0,1.0,7.0,388.375,1.0,0.07498,1411.56843,11.56633,4198.03542,5.893528058E9,0.0,
GlymaFiskIII.12G060800.3.p,7.0,0.0,1.0,8.0,390.932,1.0,0.07498,1279.75815,11.09238,7814.82774,4.44877084224E11,0.0,
GlymaFiskIII.12G060800.2.p,7.0,0.0,1.0,8.0,390.55,1.0,0.07498,1279.75815,11.09238,7814.82774,4.44877084224E11,0.0,
GlymaFiskIII.12G060800.1.p,7.0,0.0,1.0,8.0,398.653,1.0,0.07498,1279.75815,11.09238,7814.82774,4.44877084224E11,0.0,
GlymaFiskIII.12G060400.1.p,1.0,0.0,1.0,1.0,2.802,1.0,0.06921,1013.15229,10.05119,0.0,0.0,0.0,
GlymaFiskIII.12G058700.7.p,2.0,0.0,1.0,2.0,105.795,1.0,0.07498,1183.2395,10.79576,48.71432,4.6061548E7,0.0,
GlymaFiskIII.12G058700.6.p,2.0,0.0,1.0,2.0,98.782,1.0,0.07498,1183.2395,10.79576,48.71432,4.6061548E7,0.0,
GlymaFiskIII.12G058700.5.p,2.0,0.0,1.0,2.0,79.845,1.0,0.07498,1183.2395,10.79576,48.71432,4.6061548E7,0.0,
GlymaFiskIII.12G058700.4.p,2.0,0.0,1.0,2.0,96.495,1.0,0.07498,1183.2395,10.79576,48.71432,4.6061548E7,0.0,
GlymaFiskIII.12G058700.3.p,2.0,0.0,1.0,2.0,90.29,1.0,0.07498,1183.2395,10.79576,48.71432,4.6061548E7,0.0,
GlymaFiskIII.12G058700.2.p,2.0,0.0,1.0,2.0,91.082,1.0,0.07498,1183.2395,10.79576,48.71432,4.6061548E7,0.0,
GlymaFiskIII.12G058700.1.p,1.0,0.0,1.0,1.0,16.69,1.0,0.06427,1004.49721,9.99153,0.0,0.0,0.0,
GlymaFiskIII.12G058500.1.p,3.0,0.0,1.0,3.0,138.945,1.0,0.07498,1183.90617,10.79603,89.12033,8.9420556E7,0.0,
GlymaFiskIII.12G056300.1.p,2.0,0.0,1.0,2.0,34.172,1.0,0.06921,1132.50417,10.50296,1296.78643,3.55385388E8,0.0,
GlymaFiskIII.12G055300.7.p,6.0,0.0,1.0,6.0,501.872,1.0,0.08179,1455.68301,11.67168,476.66933,5.1376588E7,0.0,
GlymaFiskIII.12G055300.6.p,6.0,0.0,1.0,6.0,490.249,1.0,0.08179,1455.68301,11.67168,476.66933,5.1376588E7,0.0,
GlymaFiskIII.12G055300.5.p,6.0,0.0,1.0,6.0,449.876,1.0,0.08179,1455.68301,11.67168,476.66933,5.1376588E7,0.0,
GlymaFiskIII.12G055300.4.p,6.0,0.0,1.0,6.0,450.508,1.0,0.08179,1455.68301,11.67168,476.66933,5.1376588E7,0.0,
GlymaFiskIII.12G055300.3.p,6.0,0.0,1.0,6.0,467.308,1.0,0.08179,1455.68301,11.67168,476.66933,5.1376588E7,0.0,
GlymaFiskIII.12G055300.2.p,6.0,0.0,1.0,6.0,420.427,1.0,0.08179,1455.68301,11.67168,476.66933,5.1376588E7,0.0,
GlymaFiskIII.12G055300.1.p,6.0,0.0,1.0,6.0,493.845,1.0,0.08179,1455.68301,11.67168,476.66933,5.1376588E7,0.0,
GlymaFiskIII.12G053100.1.p,6.0,0.0,1.0,6.0,34.412,1.0,0.06921,1092.89706,10.41075,1834.70548,1.00340038E9,0.0,
GlymaFiskIII.12G047500.1.p,2.0,0.0,1.0,2.0,1.175,1.0,6.8E-4,5.5,0.00213,0.25,2.0,0.0,
GlymaFiskIII.12G046100.1.p,1.0,0.0,1.0,1.0,1.078,1.0,3.4E-4,4.08333,0.00395,0.0,0.0,0.0,
GlymaFiskIII.12G043100.1.p,1.0,0.0,1.0,1.0,1.155,1.0,0.00233,17.0,0.00521,0.0,0.0,0.0,
GlymaFiskIII.12G042200.1.p,4.0,0.0,1.0,4.0,135.081,1.0,0.07498,1276.10887,11.08034,21426.41755,5.387390824E10,0.0,
GlymaFiskIII.12G041300.1.p,1.0,0.0,1.0,1.0,1.068,1.0,0.06427,834.11349,8.82255,0.0,0.0,0.0,
GlymaFiskIII.12G039500.1.p,48.0,0.0,1.0,48.0,1599.466,52.0,0.08997,1850.4377,12.41516,78033.39245,1.54999915818E11,0.0,
GlymaFiskIII.12G039200.3.p,11.0,0.0,1.0,11.0,619.451,4.0,0.08997,1569.74127,11.96228,51655.29349,3.9830126554E10,0.0,
GlymaFiskIII.12G039200.2.p,11.0,0.0,1.0,11.0,533.124,1.0,0.08997,1569.74127,11.96228,51655.29349,3.9830126554E10,0.0,
GlymaFiskIII.12G039200.1.p,11.0,0.0,1.0,11.0,632.437,1.0,0.08997,1569.74127,11.96228,51655.29349,3.9830126554E10,0.0,
GlymaFiskIII.12G038400.3.p,9.0,0.0,1.0,9.0,537.074,1.0,0.08997,1658.81746,12.14179,39258.30232,1.725626449E10,0.0,
GlymaFiskIII.12G038400.2.p,9.0,0.0,1.0,9.0,475.854,1.0,0.08997,1658.81746,12.14179,39258.30232,1.725626449E10,0.0,
GlymaFiskIII.12G038400.1.p,9.0,0.0,1.0,9.0,503.523,1.0,0.08997,1658.81746,12.14179,39258.30232,1.725626449E10,0.0,
GlymaFiskIII.12G035900.1.p,5.0,0.0,1.0,5.0,177.584,1.0,0.07498,1330.77561,11.32361,6384.6887,1.9172348788E10,0.0,
GlymaFiskIII.12G035300.2.p,6.0,0.0,1.0,6.0,237.73,1.0,0.07498,1239.90216,10.9583,644.92012,2.2285295496E10,0.0,
GlymaFiskIII.12G035300.1.p,6.0,0.0,1.0,6.0,224.483,1.0,0.07498,1239.90216,10.9583,644.92012,2.2285295496E10,0.0,
GlymaFiskIII.12G031900.1.p,5.0,0.0,1.0,5.0,122.049,1.0,0.07498,1199.88279,10.85268,4569.34401,1.931824412E9,0.0,
GlymaFiskIII.12G031600.1.p,11.0,0.0,1.0,14.0,871.939,1.0,0.07498,1518.79859,11.83094,12717.58771,9.7947271266E10,0.0,
GlymaFiskIII.12G031500.1.p,3.0,0.0,1.0,3.0,2.257,1.0,0.06427,935.03809,9.44644,144.44588,1.322491702E9,0.0,
GlymaFiskIII.12G030400.1.p,16.0,0.0,1.0,16.0,821.465,2.0,0.08179,1559.16634,11.9144,14809.48069,1.3678136852E10,0.0,
jgi|PhapaK8108|11042193|fgenesh1_kg.tig00031474_5887_#_2154_#_evgtrinTRINITY_DN204631c7_g1_i11_240447227.FBpp0074017,8.0,0.0,1.0,8.0,357.3,1.0,0.07498,1257.54437,11.10018,13.30069,553478.0,0.0,
GlymaFiskIII.12G027400.1.p,129.0,0.0,1.0,129.0,1693.454,1.0,0.08997,1873.93175,12.38834,22022.99848,1.48068380704E11,0.0,
GlymaFiskIII.12G026700.2.p,11.0,0.0,1.0,11.0,107.513,17.0,0.07498,1209.63799,10.88606,172366.40776,2.3225076322E10,0.0,
jgi|PhapaK8108|3121926|e_gw1.6080.1.1,2.0,0.0,1.0,2.0,13.55,2.0,0.06921,1008.56564,9.98674,20.97004,1764694.0,0.0,
jgi|PhapaK8108|3119327|e_gw1.5900.19.1,2.0,0.0,1.0,2.0,8.107,1.0,0.06921,1008.56564,9.98674,20.97004,1764694.0,0.0,
jgi|PhapaK8108|3112984|e_gw1.4554.3.1,2.0,0.0,1.0,2.0,13.195,1.0,0.06921,1008.56564,9.98674,20.97004,1764694.0,0.0,
jgi|PhapaK8108|3102225|e_gw1.1627.2.1,2.0,0.0,1.0,2.0,9.901,1.0,0.06921,1008.56564,9.98674,20.97004,1764694.0,0.0,
jgi|PhapaK8108|11783265|MIX135662_2_23,2.0,0.0,1.0,2.0,9.465,1.0,0.06921,1008.56564,9.98674,20.97004,1764694.0,0.0,
jgi|PhapaK8108|11314647|fgenesh1_kg.tig00031738_6065_#_2582_#_evgvelvOases_101_Loc1333t4_153111,4.0,0.0,1.0,4.0,13.512,10.0,0.06921,1010.94897,9.98921,118242.97004,1.5705612386E10,0.0,
GlymaFiskIII.12G026700.1.p,9.0,0.0,1.0,9.0,46.255,1.0,0.06921,1102.0287,10.42087,39451.47153,8.0587177E9,0.0,
GlymaFiskIII.12G026600.1.p,1.0,0.0,1.0,1.0,2.758,1.0,0.06427,869.19132,9.08962,0.0,0.0,0.0,
GlymaFiskIII.12G025300.2.p,4.0,0.0,1.0,4.0,160.785,1.0,0.07498,1207.98878,10.84392,373.66527,6.759686E7,0.0,
GlymaFiskIII.12G025300.1.p,4.0,0.0,1.0,4.0,171.282,1.0,0.07498,1207.98878,10.84392,373.66527,6.759686E7,0.0,
GlymaFiskIII.12G024000.2.p,19.0,0.0,1.0,19.0,1136.573,1.0,0.08997,1764.92183,12.27998,6100.54113,1.603880628E9,0.0,
GlymaFiskIII.12G024000.1.p,19.0,0.0,1.0,19.0,1122.792,1.0,0.08997,1764.92183,12.27998,6100.54113,1.603880628E9,0.0,
GlymaFiskIII.12G023800.1.p,1.0,0.0,1.0,1.0,1.065,1.0,4.1E-4,3.0,0.00148,0.0,0.0,0.0,
GlymaFiskIII.12G023700.1.p,26.0,0.0,1.0,26.0,878.356,2.0,0.08179,1584.48222,11.98089,31666.69077,2.2351058078E10,0.0,
